weather_id,airport_id,date_time,temperature,precipitation,wind_speed,visibility,conditions
11387,40,5/8/2023 22:25,35.12,0.54,28.3,5.31,Cloudy
11388,16,7/15/2023 13:47,-1.92,2.51,16.62,9.58,Cloudy
11389,1,5/10/2023 11:20,18.51,1.95,27.16,6.88,Rainy
11390,6,9/28/2023 7:27,35.07,0.64,40.83,6.38,Thunderstorm
11391,12,8/19/2023 4:40,-1.35,1.55,40.28,0.78,Rainy
11392,48,7/3/2023 10:34,2.83,3.46,30.94,0.68,Cloudy
11393,15,1/8/2023 21:21,14.02,0.78,0.6,6.97,Snowy
11394,1,6/26/2023 22:29,30.32,1.29,35.27,6.33,Cloudy
11395,17,5/9/2023 19:03,0.97,1.76,17.92,5.97,Rainy
11396,14,4/18/2023 3:43,11.25,1.37,15.62,2,Thunderstorm
11397,47,4/18/2023 3:25,24.34,4.45,24.11,6.67,Cloudy
11398,35,7/24/2023 15:37,19.31,0.81,11.05,3.38,Cloudy
11399,15,5/10/2023 8:12,14.91,4.72,43.5,1.64,Clear
11400,6,11/17/2023 9:03,26.42,2.36,28.97,8.54,Clear
11401,8,11/1/2023 2:55,32.57,2.65,28.38,9.81,Thunderstorm
11402,16,10/21/2023 22:18,8.49,3.99,20.97,4.6,Snowy
11403,17,4/20/2023 6:01,33.5,0.29,20.36,1.28,Thunderstorm
11404,41,2/16/2023 22:21,18.06,3.2,37.02,9.34,Clear
11405,6,3/26/2023 7:41,30.48,1.3,27.66,6.02,Thunderstorm
11406,19,2/6/2023 6:24,30.42,2.37,26.73,3.96,Cloudy
11407,43,11/26/2023 7:07,32.4,2.7,1.26,1.12,Rainy
11408,3,12/4/2023 16:28,22.14,4.59,33.22,8.29,Snowy
11409,28,9/3/2023 21:01,10.92,3.71,17.61,1.63,Cloudy
11410,11,7/27/2023 7:52,18.28,0.5,9.66,1.46,Thunderstorm
11411,39,3/8/2023 0:04,19.83,0.45,19.82,5.68,Snowy
11412,31,9/3/2023 7:18,23.64,2.65,31.93,6.46,Rainy
11413,50,9/10/2023 5:07,24.89,0.84,17.57,6.9,Thunderstorm
11414,9,10/2/2023 23:36,34.6,2.43,22.41,4.17,Cloudy
11415,41,4/17/2023 1:31,-2.37,3.34,31.14,5.43,Cloudy
11416,19,11/7/2023 17:15,27.99,0.84,42.75,8.18,Thunderstorm
11417,30,6/13/2023 16:13,-5.42,3.08,9.49,0.56,Thunderstorm
11418,29,4/18/2023 13:22,30.61,4.41,16.65,0.67,Thunderstorm
11419,42,3/26/2023 10:28,7.45,3.94,9.96,2.08,Snowy
11420,27,7/4/2023 13:29,24.35,3.24,2.4,7.7,Rainy
11421,20,10/20/2023 18:05,18.51,3.95,18.7,5.49,Cloudy
11422,45,4/10/2023 12:13,9.47,2.91,25.94,6.93,Rainy
11423,2,5/2/2023 3:01,-9.6,3.34,35.83,7.99,Thunderstorm
11424,33,7/10/2023 16:56,21,0.84,39.01,4.36,Thunderstorm
11425,3,4/4/2023 18:52,24.74,2.5,23.39,2.51,Thunderstorm
11426,27,12/4/2023 8:06,12.83,2.55,2.58,0.83,Cloudy
11427,24,7/13/2023 10:55,31.93,2.77,30.73,0.91,Rainy
11428,44,12/14/2023 17:07,16.55,2.5,44.06,9.9,Rainy
11429,5,2/8/2023 20:08,22.45,0.76,40.42,2.07,Snowy
11430,15,1/31/2023 19:15,3.14,0.98,5.54,3.2,Cloudy
11431,50,8/13/2023 9:50,5.48,4.54,42.41,1.5,Snowy
11432,26,1/23/2023 20:44,2.01,3.48,39.3,2.33,Cloudy
11433,19,3/27/2023 11:17,-7.84,4.55,7.63,2.72,Snowy
11434,23,7/19/2023 1:52,18.39,4.12,21.12,0.31,Cloudy
11435,40,3/15/2023 4:24,1.35,4.56,47.79,9.8,Cloudy
11436,40,7/30/2023 11:38,39.77,0.25,39.84,9.02,Clear
11437,47,2/10/2023 11:30,28.91,3.24,35.43,4.5,Cloudy
11438,8,12/3/2023 19:24,29.61,4.13,33.03,5.94,Cloudy
11439,25,12/17/2023 20:30,25.3,1.65,23.48,3.65,Clear
11440,12,1/6/2023 14:24,27.77,3.84,46.25,1.39,Rainy
11441,25,11/29/2023 5:28,14.32,2.76,3.36,6.86,Thunderstorm
11442,28,7/14/2023 16:54,-3.52,1.12,45.69,4.68,Rainy
11443,17,2/2/2023 7:12,23.1,0.51,24.76,0.77,Clear
11444,31,2/24/2023 14:11,36.11,4.61,21.6,3.88,Cloudy
11445,37,3/31/2023 9:05,-7.04,4.69,42.39,5.16,Thunderstorm
11446,16,5/28/2023 10:40,-4.23,4.99,24.34,7.45,Cloudy
11447,40,6/24/2023 0:30,33.91,2.35,41.26,8.41,Clear
11448,10,3/16/2023 19:14,25.51,4.25,9.9,5.35,Thunderstorm
11449,29,5/16/2023 10:58,0.39,1.5,4.88,0.07,Cloudy
11450,23,9/19/2023 12:06,22.62,2.81,17.52,8.16,Thunderstorm
11451,4,9/22/2023 11:53,21.36,2.43,30.75,0.18,Snowy
11452,35,4/16/2023 15:26,25.54,1.76,1.42,9.66,Cloudy
11453,9,12/9/2023 9:06,14.03,1.35,8.11,7.7,Thunderstorm
11454,31,5/2/2023 23:39,35.53,2.32,21.28,5.27,Thunderstorm
11455,40,12/4/2023 14:40,-9.88,2.96,31.78,9.22,Snowy
11456,20,1/2/2023 14:35,28.16,0.36,25.17,7.84,Clear
11457,47,9/29/2023 0:26,6.58,3.44,4.96,7.89,Cloudy
11458,31,10/19/2023 10:05,16.76,3.68,5.84,9.75,Rainy
11459,5,4/24/2023 3:44,14.13,3.5,33.47,7.95,Cloudy
11460,9,12/23/2023 11:27,3.33,2.51,15.04,5.45,Rainy
11461,32,2/1/2023 9:31,17.52,2.27,34.77,0.94,Clear
11462,36,1/13/2023 4:01,17.4,4.79,20.23,5.37,Clear
11463,30,11/23/2023 23:57,2.35,4.16,11.69,6.93,Thunderstorm
11464,29,6/11/2023 23:00,26.82,2.93,22.66,8.39,Snowy
11465,3,9/19/2023 2:44,9.03,1.28,17.36,7.71,Snowy
11466,34,12/1/2023 17:45,18.75,3.5,29.11,1.48,Thunderstorm
11467,49,12/11/2023 8:59,-8.2,2.95,8.17,6.87,Thunderstorm
11468,8,8/7/2023 13:03,31.92,1.69,45.47,1.42,Cloudy
11469,16,5/20/2023 20:51,-3.59,1.48,0.82,3.57,Cloudy
11470,6,9/15/2023 23:19,27.15,4.3,46.15,5.2,Snowy
11471,21,7/1/2023 7:47,38.16,3.07,10.59,4.22,Rainy
11472,48,7/28/2023 5:16,13.97,4.62,25.32,4.38,Clear
11473,13,8/19/2023 1:41,29.16,4.6,19.58,1.88,Snowy
11474,44,7/18/2023 3:27,-6.02,1.81,36.18,1.55,Cloudy
11475,19,3/26/2023 15:51,5.27,3.66,9.53,8.53,Cloudy
11476,38,3/28/2023 23:47,19.52,2.91,42.77,3.99,Rainy
11477,48,1/13/2023 4:36,16.24,0.35,19.48,4.55,Clear
11478,44,10/1/2023 6:30,39.65,0.63,33.68,5.53,Thunderstorm
11479,44,2/16/2023 16:44,24.28,0.75,7.77,3.57,Clear
11480,8,5/25/2023 13:50,10.3,0.08,9.52,1.87,Cloudy
11481,14,4/2/2023 23:54,33.11,2.64,25.79,9.92,Cloudy
11482,22,2/27/2023 4:08,10.1,2.28,0.57,5.48,Rainy
11483,18,7/13/2023 21:01,0.05,0.59,36.1,2.79,Snowy
11484,46,2/8/2023 1:50,21.36,1.28,11.23,8.75,Snowy
11485,34,3/29/2023 20:13,2.99,3.67,3.08,2.55,Thunderstorm
11486,34,4/21/2023 6:15,24.94,2.8,42.65,6.74,Clear
11487,45,1/4/2023 16:11,17.11,2.63,6.17,2.84,Rainy
11488,31,5/20/2023 8:08,-3.03,1.01,32.24,6.53,Rainy
11489,6,3/14/2023 23:47,39.39,1.55,43.2,3.81,Thunderstorm
11490,7,12/9/2023 21:54,30.73,1.75,15.1,8.44,Snowy
11491,32,4/10/2023 12:34,0.06,2.18,15.17,2.65,Thunderstorm
11492,33,6/28/2023 17:27,-2.72,4.99,18.57,7.37,Cloudy
11493,30,7/23/2023 15:17,23.28,2.74,5.31,7.91,Snowy
11494,50,2/18/2023 19:30,38.13,4.01,36.27,6.64,Snowy
11495,17,1/30/2023 14:46,3.77,0.94,2.63,7.2,Thunderstorm
11496,1,8/9/2023 9:10,34.66,1.99,48.42,7.76,Rainy
11497,19,6/28/2023 14:48,34.34,4.87,44.6,8.51,Clear
11498,21,6/21/2023 7:26,8.94,2.3,36.28,2.38,Rainy
11499,44,9/21/2023 16:02,27.28,0.22,44.3,7.02,Clear
11500,29,9/24/2023 12:35,38.24,2.86,10.72,2.56,Clear
11501,35,4/7/2023 23:06,20.65,0.45,39.42,3.64,Rainy
11502,32,5/16/2023 23:29,37.02,0.24,4.98,9.96,Rainy
11503,46,5/14/2023 8:08,27.32,3.02,33.92,4.68,Rainy
11504,21,2/9/2023 22:09,-4.02,4.15,40.91,5.69,Rainy
11505,35,6/29/2023 12:32,3.92,0.84,26.42,9.56,Thunderstorm
11506,47,8/28/2023 1:45,20.58,3.78,7.12,9.63,Clear
11507,32,7/10/2023 21:20,9.53,3.37,4.14,8.46,Clear
11508,25,4/21/2023 19:45,-0.7,0.18,13.88,4.93,Snowy
11509,47,6/17/2023 23:01,-7.06,4.2,43.7,9.06,Cloudy
11510,48,11/24/2023 18:57,21.36,1.41,30.44,7.23,Snowy
11511,50,1/18/2023 7:19,26.47,2.99,35.06,5.39,Rainy
11512,12,3/16/2023 15:08,38.2,3.66,9.18,0.36,Snowy
11513,34,8/11/2023 17:36,31.95,1.75,42.72,3.18,Thunderstorm
11514,43,4/18/2023 21:34,19.31,4.46,10.55,9.91,Rainy
11515,26,2/20/2023 6:09,29.73,4.93,44.2,9.94,Clear
11516,11,11/15/2023 23:47,12.86,2.51,18.37,4.82,Cloudy
11517,33,4/17/2023 2:43,32.2,0.71,16.31,5.33,Clear
11518,31,7/15/2023 0:45,-9.96,3.52,17.38,9.46,Thunderstorm
11519,2,8/17/2023 14:29,7.26,3.68,42.16,2.91,Clear
11520,14,6/10/2023 15:50,33.47,0.42,32.94,9.79,Rainy
11521,43,7/12/2023 0:51,32.17,1.46,48.29,4.16,Snowy
11522,12,2/4/2023 22:46,1.32,2.94,41.13,7.42,Rainy
11523,30,3/20/2023 15:04,0.84,0.9,37.27,5.42,Clear
11524,25,4/5/2023 15:52,-6.45,2.09,34.34,8.03,Cloudy
11525,28,4/6/2023 21:52,-5.59,4.75,28,7.46,Thunderstorm
11526,37,6/10/2023 17:23,32.81,2.2,29.46,6.75,Snowy
11527,2,1/17/2023 3:16,11.46,4.07,41.12,1.33,Snowy
11528,4,1/11/2023 5:09,31.93,4.87,33.77,0.51,Rainy
11529,19,4/11/2023 22:15,6,0.04,18.87,2.1,Clear
11530,47,1/10/2023 20:28,35.78,0.18,22.48,6.36,Rainy
11531,36,6/19/2023 6:47,22.08,0.01,7.42,0.55,Thunderstorm
11532,3,1/8/2023 21:52,34.44,3.7,19.84,1.08,Snowy
11533,26,12/7/2023 21:32,17.16,4.51,7.11,1.88,Rainy
11534,44,1/24/2023 12:52,-0.52,3.18,41.98,5.97,Clear
11535,23,10/10/2023 4:34,-2.57,0.28,18.99,4.9,Cloudy
11536,12,7/19/2023 9:11,10.23,0.3,34.21,2.72,Rainy
11537,1,10/14/2023 6:45,13.1,3.86,11.16,4.15,Cloudy
11538,27,4/11/2023 19:36,-6.91,4.16,40.77,6.57,Cloudy
11539,10,4/14/2023 16:21,32.4,3.46,46.21,7.98,Thunderstorm
11540,24,10/18/2023 6:36,-3.33,3.66,48.27,0.97,Clear
11541,17,4/2/2023 10:51,34.82,0.7,35.57,3.78,Rainy
11542,39,3/15/2023 14:10,3.37,1.13,1.35,7.96,Rainy
11543,39,6/7/2023 22:28,-7.4,3.62,38.12,4.4,Rainy
11544,25,9/15/2023 0:10,36.01,4.18,26.05,0,Cloudy
11545,32,9/21/2023 0:57,-9.1,1.01,43.99,7.14,Clear
11546,6,4/15/2023 22:46,17.32,3.4,29.34,1.47,Clear
11547,21,12/18/2023 13:13,-5.41,0.05,47.68,1,Thunderstorm
11548,46,5/15/2023 0:07,2.26,3.12,0.77,2.16,Snowy
11549,3,1/20/2023 2:53,-0.43,0.17,8.99,3.94,Clear
11550,1,8/15/2023 10:30,31.77,2.06,33.76,6.66,Clear
11551,1,4/6/2023 12:34,-2.07,4.54,48,1.49,Thunderstorm
11552,31,5/1/2023 4:03,31.71,4.05,4.65,4.92,Clear
11553,42,8/12/2023 15:17,13.19,1.22,30.54,7,Rainy
11554,5,8/19/2023 6:33,39.11,1.59,15.94,1.64,Cloudy
11555,43,11/22/2023 6:33,25.51,0.33,37.01,1.77,Cloudy
11556,28,1/14/2023 18:04,17.71,0.18,1.55,5.43,Thunderstorm
11557,22,10/11/2023 11:40,39.48,1.6,10.84,1.65,Rainy
11558,42,4/4/2023 14:58,3.27,3.85,26.29,8.91,Snowy
11559,28,9/19/2023 6:10,23.77,0.42,20.52,7.61,Snowy
11560,38,9/23/2023 22:22,12.7,3.7,33.71,2.88,Clear
11561,43,2/17/2023 12:54,23.17,2.82,19.71,8.99,Snowy
11562,23,9/21/2023 20:45,28.43,4.6,23.63,2.23,Rainy
11563,32,10/8/2023 19:23,15.98,1.75,40.02,8.63,Thunderstorm
11564,45,5/18/2023 17:48,12.61,0.7,37.71,7.31,Rainy
11565,33,2/7/2023 0:15,27.98,4.79,11.88,4.45,Snowy
11566,50,2/21/2023 17:04,13.77,0.42,4.5,1.46,Rainy
11567,21,10/24/2023 20:43,-8.13,2.21,22.07,8.11,Thunderstorm
11568,17,10/15/2023 16:52,5.62,4.87,0.15,0.3,Clear
11569,25,9/27/2023 16:27,5.6,2.12,8.68,7.84,Cloudy
11570,23,1/17/2023 2:59,14.26,1.6,14.06,5.53,Rainy
11571,40,12/8/2023 16:08,2.13,0.44,14.36,5.06,Cloudy
11572,34,4/15/2023 21:47,15.47,3.34,9.41,8.35,Rainy
11573,23,1/23/2023 19:11,31,2.67,11.13,4.93,Cloudy
11574,12,7/10/2023 11:32,25.25,3.26,8.98,9.36,Clear
11575,14,9/6/2023 14:31,37.59,1.95,2.9,8.35,Thunderstorm
11576,50,4/17/2023 23:47,19.21,4.39,2.31,0.17,Clear
11577,22,11/7/2023 16:49,38.42,0.36,17.12,9.27,Cloudy
11578,36,5/7/2023 1:02,19.13,2.87,40.45,7.78,Snowy
11579,47,3/29/2023 3:14,-3,4.61,22.66,2.2,Cloudy
11580,29,10/4/2023 18:43,37.02,2.34,45.25,1.59,Thunderstorm
11581,9,4/20/2023 21:10,-6.68,2.82,45.32,9.24,Snowy
11582,49,12/25/2023 23:00,23.91,3.17,28.49,7.9,Rainy
11583,6,11/3/2023 9:47,3.94,0.47,25.36,9.64,Thunderstorm
11584,16,3/13/2023 14:08,39.26,3.88,40.65,0.9,Rainy
11585,38,9/20/2023 4:36,-4.4,1.49,27.82,2.37,Rainy
11586,17,12/23/2023 1:57,8.95,4.31,36.12,9.49,Thunderstorm
11587,30,9/7/2023 0:24,11.75,3.29,39.52,7.07,Rainy
11588,13,9/22/2023 9:47,12.24,4.65,42.37,8.73,Snowy
11589,34,9/21/2023 9:06,30.29,2.92,33.85,9.64,Clear
11590,14,10/21/2023 12:34,-3.05,4.84,44.11,2.79,Clear
11591,37,5/9/2023 6:32,3.53,3.46,30.27,5.76,Snowy
11592,21,4/2/2023 4:45,39.46,0.98,33.9,2.23,Snowy
11593,34,4/26/2023 23:34,7.64,4.26,48.27,0.56,Clear
11594,24,8/26/2023 23:06,1.65,3.32,1.96,5.97,Clear
11595,45,2/7/2023 23:28,-7.65,1.36,27.05,2.14,Cloudy
11596,31,8/18/2023 21:28,18.8,0.63,25.35,4.19,Clear
11597,1,1/15/2023 8:39,4.17,4.77,49.43,1.17,Clear
11598,18,9/8/2023 4:37,-7.89,4.67,16.21,4.49,Clear
11599,28,10/13/2023 18:01,29.09,1.27,41.79,1.75,Cloudy
11600,3,6/13/2023 9:41,-8.77,1.15,24.07,4.2,Rainy
11601,36,5/24/2023 1:49,-3.29,1.41,44.84,0.25,Snowy
11602,32,9/6/2023 17:27,27.5,1.24,40.92,0.3,Rainy
11603,26,2/22/2023 9:40,39.1,4.39,31.37,9.7,Thunderstorm
11604,41,2/3/2023 20:34,1.33,1.5,2.49,8.82,Snowy
11605,7,7/21/2023 23:11,-2.73,0.14,20.13,4.19,Clear
11606,41,4/4/2023 6:53,9.45,1.17,25.18,5.72,Clear
11607,29,4/13/2023 6:54,2.14,2.58,43.46,1.2,Cloudy
11608,5,11/13/2023 5:37,31.81,2.98,16.01,7.28,Snowy
11609,49,1/26/2023 8:46,7.47,4.21,10.52,1.68,Clear
11610,1,7/7/2023 7:27,-0.87,1.73,7.98,3.74,Thunderstorm
11611,16,1/3/2023 15:29,32.45,0.9,46.81,0.87,Clear
11612,29,11/18/2023 0:02,13.76,1.86,47.31,9.97,Thunderstorm
11613,49,9/9/2023 13:45,33.91,3.09,42.46,6.77,Snowy
11614,17,2/6/2023 16:20,21.15,0.08,13.36,6.64,Clear
11615,29,3/7/2023 15:43,31.45,0.5,44.88,2.11,Cloudy
11616,16,4/24/2023 6:39,7.23,3.2,46.02,8.08,Clear
11617,36,7/20/2023 9:10,17.86,4.22,5.59,3.94,Cloudy
11618,10,5/28/2023 23:47,1.15,0.81,5.62,2.85,Thunderstorm
11619,42,12/18/2023 15:53,3.19,4.04,29.51,1.71,Clear
11620,27,8/30/2023 4:20,33,1.37,46.22,7.91,Clear
11621,50,11/30/2023 6:25,27.15,1.71,17.37,9.45,Clear
11622,5,3/4/2023 5:06,13.03,3.64,30.22,2.14,Rainy
11623,37,2/8/2023 15:13,11.63,3.01,36.3,8.15,Cloudy
11624,15,12/17/2023 17:24,32.2,4.95,5.49,9.48,Rainy
11625,37,12/1/2023 13:00,3.77,1.11,11.56,9.5,Thunderstorm
11626,37,3/19/2023 2:07,-5.36,2.74,37.55,1.1,Snowy
11627,32,7/7/2023 21:24,19.43,2.23,30.52,0.86,Rainy
11628,21,4/22/2023 4:49,16.44,0.1,36.76,3.9,Thunderstorm
11629,37,4/24/2023 23:54,-1.68,4.38,5.87,7.33,Cloudy
11630,44,8/8/2023 12:37,21.5,0.29,10.02,2.35,Snowy
11631,45,9/14/2023 22:08,0.03,4.94,14.55,7.48,Rainy
11632,42,12/5/2023 1:58,-5.29,0.04,25.16,3.6,Cloudy
11633,8,1/6/2023 0:52,12.91,4.18,38.62,8.52,Cloudy
11634,30,5/3/2023 11:25,0.7,0.23,5.68,3.47,Cloudy
11635,39,5/1/2023 8:00,-0.62,4.46,48.82,6.43,Clear
11636,18,1/1/2023 21:18,21.94,1.23,25.15,7.51,Cloudy
11637,35,12/10/2023 20:02,37.26,0.97,47.3,4.42,Thunderstorm
11638,42,2/26/2023 19:32,11.57,2.23,38.22,6.45,Rainy
11639,16,9/24/2023 13:24,0.8,2.47,43.99,1.86,Rainy
11640,30,12/17/2023 15:33,1.9,3.4,1.22,8.47,Snowy
11641,15,5/8/2023 9:04,25.77,2.62,31.66,6.93,Thunderstorm
11642,21,12/13/2023 13:47,36.15,2.02,23.41,5.97,Cloudy
11643,49,5/10/2023 8:14,29.87,2.6,31.16,0.08,Cloudy
11644,6,8/5/2023 12:29,-7.71,0.37,37.69,4.32,Cloudy
11645,12,3/8/2023 16:35,24.58,0.08,38.25,2.56,Clear
11646,44,6/18/2023 22:13,-1.36,1.67,22.13,2.03,Thunderstorm
11647,29,10/29/2023 3:43,31.85,4.99,47.51,6.78,Thunderstorm
11648,48,5/31/2023 18:17,6.86,4.27,23.38,6.35,Thunderstorm
11649,8,1/21/2023 23:45,28.59,0.71,43.99,3.7,Snowy
11650,14,6/25/2023 21:32,-5.29,4.67,49.44,9.61,Snowy
11651,36,7/11/2023 0:18,35,2.71,34.26,0.53,Rainy
11652,20,2/18/2023 17:37,7.88,0.09,46.08,6.55,Snowy
11653,6,1/16/2023 5:04,-2.74,0.45,37.86,9.14,Rainy
11654,24,3/16/2023 2:30,35.01,3.19,49.2,5.96,Cloudy
11655,33,4/13/2023 14:27,-8,3.54,40.7,8.56,Rainy
11656,12,12/24/2023 0:24,28.32,1.74,7.37,2.33,Clear
11657,2,10/18/2023 9:52,5.74,2.06,2.07,8.41,Clear
11658,25,10/26/2023 0:09,30.8,4.82,19.9,8.2,Cloudy
11659,48,7/14/2023 17:47,39.82,2.93,36.72,7.56,Thunderstorm
11660,3,5/16/2023 5:31,13.81,2.42,17.63,6.49,Thunderstorm
11661,11,10/15/2023 4:03,20.77,1.71,15.94,0.81,Thunderstorm
11662,35,1/5/2023 21:29,17.43,3.18,13.27,5.01,Rainy
11663,20,8/24/2023 13:33,31,2.93,35.24,3.1,Clear
11664,33,3/2/2023 0:16,23.59,0.51,24.33,5.78,Rainy
11665,30,6/27/2023 21:58,9.82,2.58,21.14,7.8,Rainy
11666,35,9/4/2023 10:27,6.7,3.93,40.15,0.83,Clear
11667,42,3/28/2023 15:34,8.4,1.9,18.01,1.22,Clear
11668,30,12/9/2023 9:45,16.44,0.99,32.36,1.44,Thunderstorm
11669,30,8/17/2023 21:08,11.23,0.02,8.81,2.7,Clear
11670,44,8/30/2023 5:41,1.86,3.01,9.06,6.49,Snowy
11671,38,9/24/2023 5:14,-9.55,4.83,24.88,9.64,Rainy
11672,22,3/4/2023 7:26,35.48,0.13,14.26,4.52,Clear
11673,45,2/27/2023 12:03,31.13,1.73,14.26,3.62,Snowy
11674,18,8/24/2023 6:45,29.65,1.23,32.97,4.34,Rainy
11675,19,5/18/2023 3:12,34.48,0.17,32.86,0.11,Cloudy
11676,10,7/14/2023 18:50,15.46,1.2,36.76,4.73,Rainy
11677,47,10/22/2023 23:37,8.02,0.9,26.38,8.52,Clear
11678,9,3/2/2023 8:11,-7.63,0.57,26.23,7.6,Cloudy
11679,27,10/26/2023 5:32,16.76,0.64,3.64,5.11,Rainy
11680,5,2/18/2023 8:23,-5.89,0.79,31.35,5.6,Snowy
11681,43,2/7/2023 10:16,15.92,5,30.44,0.52,Thunderstorm
11682,7,4/14/2023 21:57,-3.73,1.28,16.81,6.16,Cloudy
11683,50,9/16/2023 0:41,19.24,0.02,10.51,7.58,Thunderstorm
11684,46,3/26/2023 4:45,20.99,4.54,9.73,8.95,Clear
11685,33,1/8/2023 11:46,24.04,1.75,36.5,0,Thunderstorm
11686,33,8/2/2023 17:55,18.31,2.83,2.01,8.4,Snowy
11687,19,7/11/2023 19:10,14.1,1.1,3.06,7.79,Rainy
11688,32,12/12/2023 21:06,0.14,4.12,2.37,5.02,Cloudy
11689,9,5/23/2023 3:02,-0.77,4.29,27.65,1.96,Cloudy
11690,41,7/15/2023 18:38,27.14,1.28,21.17,1.44,Rainy
11691,40,3/14/2023 21:38,-9.3,1.53,45.74,5.46,Rainy
11692,13,3/21/2023 11:15,5.86,0.28,14.08,9.63,Cloudy
11693,25,12/23/2023 5:53,4.53,4.57,44.12,5.59,Clear
11694,46,9/23/2023 5:16,-9.6,2.46,24.09,1.68,Rainy
11695,43,3/21/2023 9:10,-6.62,2.28,7.1,0.96,Clear
11696,39,10/12/2023 13:48,12.85,3.8,11.75,6.51,Snowy
11697,6,6/12/2023 22:41,25.52,2.26,40.69,1.62,Rainy
11698,25,11/22/2023 8:48,5.75,2.93,45.17,8.51,Clear
11699,16,2/20/2023 19:12,37.43,3.66,23.62,1.85,Thunderstorm
11700,49,8/20/2023 15:20,15.91,4.81,29.04,5.67,Thunderstorm
11701,45,10/9/2023 21:15,7.58,0.84,38.11,1.04,Rainy
11702,49,9/13/2023 2:14,13.91,0.8,18.74,7.31,Clear
11703,27,10/11/2023 0:48,8.2,1.63,1.8,1.74,Clear
11704,46,12/14/2023 7:21,33.92,2.46,45.74,9.84,Cloudy
11705,47,11/2/2023 16:06,10.22,4.81,48.2,4.5,Cloudy
11706,7,5/20/2023 5:44,-1.35,1.66,13.63,7.54,Rainy
11707,4,12/10/2023 22:29,-6.36,3.74,3.81,2.05,Thunderstorm
11708,28,4/16/2023 2:46,12.72,4.78,47.58,7.29,Thunderstorm
11709,27,9/1/2023 22:03,26.57,1.31,44.48,6.54,Clear
11710,39,1/2/2023 21:52,35.61,3.21,3.06,4.3,Snowy
11711,7,8/6/2023 22:24,34.96,0.97,31.96,2.7,Cloudy
11712,8,6/23/2023 17:39,0.71,4.39,46.57,5.04,Cloudy
11713,9,3/13/2023 12:24,17.24,4.86,28.23,1.5,Snowy
11714,30,6/26/2023 19:21,34.71,2.41,10.05,9.59,Cloudy
11715,36,8/10/2023 6:18,9.23,1.76,6.93,3.71,Thunderstorm
11716,6,3/23/2023 17:04,34.02,1.39,15.25,9.03,Cloudy
11717,24,3/2/2023 14:39,29.76,4.36,9.46,7.49,Rainy
11718,8,8/11/2023 11:46,-1.45,4.95,24.65,5.42,Snowy
11719,20,11/8/2023 1:02,39.67,3.38,24.33,4.26,Clear
11720,3,3/1/2023 8:19,26.78,4.53,37.04,9.13,Thunderstorm
11721,44,12/3/2023 4:03,15.22,1.18,15.44,1.52,Rainy
11722,19,4/16/2023 7:02,29.9,4.83,11.98,7.24,Snowy
11723,16,12/30/2023 16:42,21.45,1.86,42.56,7.09,Thunderstorm
11724,16,10/14/2023 23:48,4.84,4.93,48.67,8.63,Snowy
11725,6,8/2/2023 0:13,0.06,3.56,13.3,7.58,Rainy
11726,44,1/11/2023 1:36,34.84,2,20.83,6.24,Snowy
11727,37,6/29/2023 1:14,39.07,3.68,9.72,4.98,Thunderstorm
11728,21,4/1/2023 4:24,30.83,2.18,30.9,4.33,Cloudy
11729,34,6/2/2023 0:09,37.86,2.73,27.18,7.18,Cloudy
11730,38,8/21/2023 14:49,19.2,4.37,5.83,3.47,Clear
11731,31,10/4/2023 12:52,34.15,0.28,39.72,9.29,Thunderstorm
11732,33,11/5/2023 20:01,20.61,1.8,16.61,7.39,Thunderstorm
11733,42,3/3/2023 19:25,4.74,0.86,10.98,1.16,Cloudy
11734,49,9/6/2023 18:17,24.65,1.43,6.58,4.35,Clear
11735,32,8/22/2023 9:19,16.68,0.6,31.1,6.14,Clear
11736,15,3/1/2023 7:26,-6.98,4.48,28.56,6.16,Rainy
11737,14,3/3/2023 4:28,3.67,0.64,7.41,6.13,Rainy
11738,44,1/17/2023 14:22,24.81,3.17,46.73,9.35,Thunderstorm
11739,25,12/14/2023 15:41,21.78,1.96,27.73,0.27,Clear
11740,12,5/12/2023 20:38,17.96,2.61,25.01,9.4,Snowy
11741,12,7/8/2023 5:40,-4.41,0.8,12.4,4.89,Cloudy
11742,8,5/22/2023 20:49,-2.71,0.15,44.32,4.91,Rainy
11743,31,1/28/2023 5:09,38.14,3.21,41.7,2.31,Rainy
11744,41,3/26/2023 10:49,5.3,2.87,45.87,4.07,Clear
11745,50,4/4/2023 23:28,-8.69,4.38,38.7,6.23,Rainy
11746,41,3/24/2023 6:17,12.47,2.65,38.41,3.66,Clear
11747,21,9/18/2023 22:13,18.99,4.93,14.78,2.99,Thunderstorm
11748,37,3/29/2023 4:57,1.44,3.96,28.23,2.55,Clear
11749,35,2/28/2023 2:17,24.14,3.53,43.66,3.91,Cloudy
11750,50,8/19/2023 13:19,-8.11,1.27,25.41,6.4,Snowy
11751,34,12/28/2023 20:05,6.54,2.97,29.21,5.2,Clear
11752,19,1/15/2023 16:30,10.71,2.18,29.76,1.13,Snowy
11753,19,4/21/2023 20:32,-1.68,4.29,5.41,5.06,Rainy
11754,2,9/12/2023 8:19,25.11,1.7,22.07,2.74,Thunderstorm
11755,16,2/14/2023 21:45,36.42,3.67,12.65,3.63,Rainy
11756,30,4/19/2023 8:03,19.83,3.86,41.87,6.76,Snowy
