flight_id,airline_id,route_id,flight_number,scheduled_departure_date,scheduled_departure_time,scheduled_arrival_date,scheduled_arrival_time,actual_departure_date,actual_departure_time,actual_arrival_date,actual_arrival_time,scheduled_journey_time,actual_journey_time,flight_status,delay_minutes,delay_reasons,cancellation_reason
7146,3,184,UA5427,6-Oct-23,7:05:00,6-Oct-23,10:46:00,6-Oct-23,7:05:00,6-Oct-23,10:46:00,221,221,On Time,0,,
7147,12,298,EF5714,19-Apr-23,4:55:00,19-Apr-23,11:08:00,19-Apr-23,4:55:00,19-Apr-23,11:08:00,373,373,On Time,0,,
7148,13,448,OI8187,27-Feb-23,12:31:00,27-Feb-23,19:05:00,27-Feb-23,12:31:00,27-Feb-23,19:05:00,394,394,On Time,0,,
7149,4,182,WN1112,5-Mar-23,23:05:00,6-Mar-23,8:23:00,5-Mar-23,23:05:00,6-Mar-23,8:23:00,558,558,On Time,0,,
7150,5,118,B6829,30-Nov-23,6:12:00,30-Nov-23,14:07:00,30-Nov-23,8:58:00,30-Nov-23,16:53:00,475,641,Delayed,166,"Air Traffic Control, Weather, Airline Operations, Weather, Airline Operations",
7151,10,248,G4397,17-Aug-23,1:59:00,17-Aug-23,5:21:00,17-Aug-23,1:59:00,17-Aug-23,5:21:00,202,202,On Time,0,,
7152,4,393,WN4045,15-May-23,16:18:00,15-May-23,23:57:00,15-May-23,16:18:00,15-May-23,23:57:00,459,459,On Time,0,,
7153,7,355,NK4218,18-Jul-23,12:48:00,18-Jul-23,13:35:00,18-Jul-23,12:48:00,18-Jul-23,13:35:00,47,47,On Time,0,,
7154,8,286,F94476,15-Oct-23,17:49:00,15-Oct-23,22:30:00,15-Oct-23,17:49:00,15-Oct-23,22:30:00,281,281,On Time,0,,
7155,10,427,G42340,12-Oct-23,6:17:00,12-Oct-23,14:25:00,12-Oct-23,9:37:00,12-Oct-23,17:45:00,488,688,Delayed,200,"Weather, Technical, Air Traffic Control",
7156,5,413,B6936,26-Jan-23,19:02:00,26-Jan-23,23:15:00,26-Jan-23,19:02:00,26-Jan-23,23:15:00,253,253,On Time,0,,
7157,5,162,B66576,7-Feb-23,13:09:00,7-Feb-23,16:54:00,7-Feb-23,13:09:00,7-Feb-23,16:54:00,225,225,On Time,0,,
7158,14,47,TZ3189,17-Nov-23,10:13:00,17-Nov-23,15:29:00,17-Nov-23,10:13:00,17-Nov-23,15:29:00,316,316,On Time,0,,
7159,15,205,UL3765,22-Jul-23,17:49:00,22-Jul-23,23:43:00,22-Jul-23,17:49:00,22-Jul-23,23:43:00,354,354,On Time,0,,
7160,1,73,DL2426,17-Feb-23,13:15:00,17-Feb-23,18:40:00,17-Feb-23,13:15:00,17-Feb-23,18:40:00,325,325,On Time,0,,
7161,14,12,TZ9488,26-Dec-23,0:40:00,26-Dec-23,8:47:00,26-Dec-23,1:02:00,26-Dec-23,9:09:00,487,509,Delayed,22,Airline Operations,
7162,9,83,HA1228,10-Feb-23,17:48:00,11-Feb-23,1:07:00,10-Feb-23,17:48:00,11-Feb-23,1:07:00,439,439,On Time,0,,
7163,11,179,PY9142,1-Dec-23,20:04:00,2-Dec-23,3:57:00,,,,,473,0,Cancelled,0,,Operational
7164,5,134,B61603,26-Nov-23,12:27:00,26-Nov-23,16:30:00,26-Nov-23,12:27:00,26-Nov-23,16:30:00,243,243,On Time,0,,
7165,4,378,WN3332,8-Dec-23,3:13:00,8-Dec-23,10:48:00,8-Dec-23,3:13:00,8-Dec-23,10:48:00,455,455,On Time,0,,
7166,12,104,EF405,13-Jan-23,17:38:00,14-Jan-23,2:29:00,13-Jan-23,17:38:00,14-Jan-23,2:29:00,531,531,On Time,0,,
7167,5,270,B63886,18-Sep-23,16:22:00,18-Sep-23,17:58:00,,,,,96,0,Cancelled,0,,Operational
7168,10,120,G48195,10-Jan-23,12:10:00,10-Jan-23,17:41:00,10-Jan-23,12:10:00,10-Jan-23,17:41:00,331,331,On Time,0,,
7169,13,65,OI7853,28-Nov-23,8:36:00,28-Nov-23,12:38:00,28-Nov-23,8:36:00,28-Nov-23,12:38:00,242,242,On Time,0,,
7170,7,105,NK8144,10-Sep-23,2:28:00,10-Sep-23,5:07:00,10-Sep-23,2:28:00,10-Sep-23,5:07:00,159,159,On Time,0,,
7171,7,185,NK1687,25-Sep-23,16:53:00,26-Sep-23,0:34:00,25-Sep-23,16:53:00,26-Sep-23,0:34:00,461,461,On Time,0,,
7172,12,201,EF2734,27-Dec-23,22:22:00,28-Dec-23,7:46:00,27-Dec-23,22:22:00,28-Dec-23,7:46:00,564,564,On Time,0,,
7173,7,186,NK6565,14-May-23,13:41:00,14-May-23,17:27:00,14-May-23,13:41:00,14-May-23,17:27:00,226,226,On Time,0,,
7174,12,26,EF9644,9-Mar-23,12:12:00,9-Mar-23,21:13:00,9-Mar-23,15:40:00,10-Mar-23,0:41:00,541,749,Delayed,208,Air Traffic Control,
7175,7,139,NK1639,16-Sep-23,15:45:00,16-Sep-23,19:37:00,16-Sep-23,15:45:00,16-Sep-23,19:37:00,232,232,On Time,0,,
7176,3,342,UA9438,29-Sep-23,13:14:00,29-Sep-23,17:06:00,29-Sep-23,13:14:00,29-Sep-23,17:06:00,232,232,On Time,0,,
7177,13,369,OI2382,29-Dec-23,3:58:00,29-Dec-23,8:06:00,29-Dec-23,3:58:00,29-Dec-23,8:06:00,248,248,On Time,0,,
7178,12,166,EF8088,8-Dec-23,3:05:00,8-Dec-23,5:34:00,8-Dec-23,4:39:00,8-Dec-23,7:08:00,149,243,Delayed,94,,
7179,3,332,UA8319,2-Dec-23,0:25:00,2-Dec-23,3:02:00,,,,,157,0,Cancelled,0,,Operational
7180,12,384,EF4126,18-Mar-23,14:21:00,18-Mar-23,18:05:00,18-Mar-23,14:21:00,18-Mar-23,18:05:00,224,224,On Time,0,,
7181,15,163,UL3594,23-Aug-23,1:01:00,23-Aug-23,5:58:00,23-Aug-23,1:01:00,23-Aug-23,5:58:00,297,297,On Time,0,,
7182,1,276,DL4616,10-Jun-23,13:23:00,10-Jun-23,20:09:00,10-Jun-23,13:23:00,10-Jun-23,20:09:00,406,406,On Time,0,,
7183,9,349,HA6144,22-Nov-23,12:24:00,22-Nov-23,13:46:00,22-Nov-23,12:24:00,22-Nov-23,13:46:00,82,82,On Time,0,,
7184,10,320,G43328,19-Mar-23,8:56:00,19-Mar-23,15:45:00,19-Mar-23,8:56:00,19-Mar-23,15:45:00,409,409,On Time,0,,
7185,6,268,AS8703,24-Oct-23,11:49:00,24-Oct-23,15:50:00,24-Oct-23,11:49:00,24-Oct-23,15:50:00,241,241,On Time,0,,
7186,9,441,HA514,12-Sep-23,4:09:00,12-Sep-23,13:06:00,12-Sep-23,4:09:00,12-Sep-23,13:06:00,537,537,On Time,0,,
7187,13,63,OI680,2-Nov-23,12:15:00,2-Nov-23,17:24:00,2-Nov-23,12:15:00,2-Nov-23,17:24:00,309,309,On Time,0,,
7188,4,476,WN9551,14-Jan-23,13:52:00,14-Jan-23,23:16:00,,,,,564,0,Cancelled,0,,Operational
7189,1,246,DL9758,10-Jul-23,15:32:00,10-Jul-23,21:31:00,10-Jul-23,15:32:00,10-Jul-23,21:31:00,359,359,On Time,0,,
7190,12,38,EF3576,11-Dec-23,13:05:00,11-Dec-23,22:48:00,11-Dec-23,13:05:00,11-Dec-23,22:48:00,583,583,On Time,0,,
7191,3,318,UA2308,25-May-23,5:27:00,25-May-23,11:12:00,,,,,345,0,Cancelled,0,,Weather
7192,9,72,HA8673,1-Jul-23,15:50:00,2-Jul-23,0:24:00,1-Jul-23,15:50:00,2-Jul-23,0:24:00,514,514,On Time,0,,
7193,12,474,EF1957,8-Jan-23,15:21:00,8-Jan-23,21:51:00,8-Jan-23,15:21:00,8-Jan-23,21:51:00,390,390,On Time,0,,
7194,6,263,AS1971,20-Sep-23,6:06:00,20-Sep-23,11:42:00,,,,,336,0,Cancelled,0,,Technical
7195,9,214,HA6071,11-Nov-23,1:50:00,11-Nov-23,3:48:00,11-Nov-23,1:50:00,11-Nov-23,3:48:00,118,118,On Time,0,,
7196,12,191,EF4956,5-Jun-23,12:17:00,5-Jun-23,16:48:00,5-Jun-23,12:17:00,5-Jun-23,16:48:00,271,271,On Time,0,,
7197,10,302,G49425,12-Jul-23,3:15:00,12-Jul-23,10:54:00,12-Jul-23,3:15:00,12-Jul-23,10:54:00,459,459,On Time,0,,
7198,2,195,AA1732,21-Oct-23,0:51:00,21-Oct-23,7:09:00,21-Oct-23,0:51:00,21-Oct-23,7:09:00,378,378,On Time,0,,
7199,5,43,B6798,21-Jun-23,18:21:00,21-Jun-23,21:48:00,21-Jun-23,18:21:00,21-Jun-23,21:48:00,207,207,On Time,0,,
7200,8,241,F91645,16-Jul-23,2:46:00,16-Jul-23,4:27:00,16-Jul-23,2:46:00,16-Jul-23,4:27:00,101,101,On Time,0,,
7201,10,177,G47069,26-Mar-23,6:42:00,26-Mar-23,8:42:00,26-Mar-23,9:32:00,26-Mar-23,11:32:00,120,290,Delayed,170,"Air Traffic Control, Technical",
7202,8,203,F9902,13-Jul-23,8:16:00,13-Jul-23,10:55:00,13-Jul-23,8:16:00,13-Jul-23,10:55:00,159,159,On Time,0,,
7203,15,66,UL7680,4-Jan-23,16:47:00,4-Jan-23,22:55:00,4-Jan-23,16:47:00,4-Jan-23,22:55:00,368,368,On Time,0,,
7204,9,261,HA1431,27-Dec-23,11:03:00,27-Dec-23,16:23:00,27-Dec-23,11:03:00,27-Dec-23,16:23:00,320,320,On Time,0,,
7205,1,122,DL108,18-Aug-23,9:50:00,18-Aug-23,13:11:00,18-Aug-23,9:50:00,18-Aug-23,13:11:00,201,201,On Time,0,,
7206,9,70,HA4091,7-Sep-23,7:43:00,7-Sep-23,9:01:00,7-Sep-23,7:43:00,7-Sep-23,9:01:00,78,78,On Time,0,,
7207,4,334,WN9497,15-Nov-23,21:22:00,15-Nov-23,23:38:00,15-Nov-23,21:22:00,15-Nov-23,23:38:00,136,136,On Time,0,,
7208,10,186,G48866,11-Apr-23,19:10:00,11-Apr-23,23:28:00,11-Apr-23,19:10:00,11-Apr-23,23:28:00,258,258,On Time,0,,
7209,10,67,G44281,11-Jun-23,5:51:00,11-Jun-23,11:34:00,11-Jun-23,5:51:00,11-Jun-23,11:34:00,343,343,On Time,0,,
7210,5,120,B6954,2-Oct-23,18:01:00,3-Oct-23,1:05:00,,,,,424,0,Cancelled,0,,Technical
7211,15,73,UL6522,24-Jul-23,21:11:00,25-Jul-23,6:14:00,,,,,543,0,Diverted,277,,
7212,8,307,F92736,3-Jan-23,9:05:00,3-Jan-23,16:07:00,3-Jan-23,9:05:00,3-Jan-23,16:07:00,422,422,On Time,0,,
7213,15,65,UL5625,4-Dec-23,10:13:00,4-Dec-23,12:29:00,4-Dec-23,14:00:00,4-Dec-23,16:16:00,136,363,Delayed,227,"Weather, Airline Operations",
7214,4,69,WN1631,13-Jan-23,3:49:00,13-Jan-23,8:33:00,13-Jan-23,3:49:00,13-Jan-23,8:33:00,284,284,On Time,0,,
7215,11,75,PY637,27-Sep-23,16:32:00,27-Sep-23,17:54:00,27-Sep-23,16:32:00,27-Sep-23,17:54:00,82,82,On Time,0,,
7216,13,416,OI7677,20-Aug-23,5:01:00,20-Aug-23,14:34:00,20-Aug-23,5:01:00,20-Aug-23,14:34:00,573,573,On Time,0,,
7217,10,214,G41368,2-Nov-23,0:40:00,2-Nov-23,9:04:00,2-Nov-23,0:40:00,2-Nov-23,9:04:00,504,504,On Time,0,,
7218,7,112,NK1841,23-Dec-23,21:50:00,24-Dec-23,0:22:00,,,,,152,0,Cancelled,0,,Technical
7219,3,500,UA7348,16-Jun-23,2:46:00,16-Jun-23,11:18:00,16-Jun-23,2:46:00,16-Jun-23,11:18:00,512,512,On Time,0,,
7220,8,380,F96812,29-Jul-23,1:08:00,29-Jul-23,4:00:00,29-Jul-23,1:08:00,29-Jul-23,4:00:00,172,172,On Time,0,,
7221,7,55,NK3866,22-Feb-23,20:35:00,23-Feb-23,2:12:00,22-Feb-23,22:56:00,23-Feb-23,4:33:00,337,478,Delayed,141,"Weather, Airline Operations, Air Traffic Control, Weather, Air Traffic Control, Weather",
7222,12,104,EF8488,28-Dec-23,15:27:00,28-Dec-23,18:12:00,28-Dec-23,15:27:00,28-Dec-23,18:12:00,165,165,On Time,0,,
7223,14,168,TZ2372,11-Nov-23,12:16:00,11-Nov-23,14:26:00,11-Nov-23,12:16:00,11-Nov-23,14:26:00,130,130,On Time,0,,
7224,7,193,NK6454,27-Sep-23,13:47:00,27-Sep-23,22:31:00,27-Sep-23,13:47:00,27-Sep-23,22:31:00,524,524,On Time,0,,
7225,5,4,B66887,18-Aug-23,6:51:00,18-Aug-23,11:01:00,18-Aug-23,6:51:00,18-Aug-23,11:01:00,250,250,On Time,0,,
7226,3,475,UA6770,17-Mar-23,18:41:00,17-Mar-23,23:49:00,17-Mar-23,18:41:00,17-Mar-23,23:49:00,308,308,On Time,0,,
7227,11,231,PY6396,18-Dec-23,3:58:00,18-Dec-23,7:02:00,18-Dec-23,3:58:00,18-Dec-23,7:02:00,184,184,On Time,0,,
7228,9,1,HA3793,11-Jun-23,22:15:00,12-Jun-23,2:01:00,11-Jun-23,22:15:00,12-Jun-23,2:01:00,226,226,On Time,0,,
7229,11,345,PY5397,9-Apr-23,2:51:00,9-Apr-23,11:11:00,9-Apr-23,2:51:00,9-Apr-23,11:11:00,500,500,On Time,0,,
7230,12,54,EF6525,10-Mar-23,4:31:00,10-Mar-23,11:07:00,,,,,396,0,Cancelled,0,,Operational
7231,14,368,TZ9855,26-Jan-23,16:53:00,26-Jan-23,18:45:00,26-Jan-23,16:53:00,26-Jan-23,18:45:00,112,112,On Time,0,,
7232,7,390,NK659,18-Dec-23,21:26:00,19-Dec-23,5:49:00,18-Dec-23,21:26:00,19-Dec-23,5:49:00,503,503,On Time,0,,
7233,6,283,AS3101,2-Nov-23,0:00:00,2-Nov-23,5:02:00,2-Nov-23,0:00:00,2-Nov-23,5:02:00,302,302,On Time,0,,
7234,9,278,HA6391,18-Jul-23,18:50:00,18-Jul-23,19:57:00,18-Jul-23,18:50:00,18-Jul-23,19:57:00,67,67,On Time,0,,
7235,7,263,NK3524,16-Apr-23,20:18:00,17-Apr-23,4:34:00,16-Apr-23,20:18:00,17-Apr-23,4:34:00,496,496,On Time,0,,
7236,10,14,G44318,12-Mar-23,9:17:00,12-Mar-23,12:16:00,12-Mar-23,9:17:00,12-Mar-23,12:16:00,179,179,On Time,0,,
7237,3,97,UA5222,20-Dec-23,18:58:00,20-Dec-23,21:47:00,20-Dec-23,18:58:00,20-Dec-23,21:47:00,169,169,On Time,0,,
7238,3,370,UA328,28-Mar-23,11:49:00,28-Mar-23,12:53:00,28-Mar-23,11:49:00,28-Mar-23,12:53:00,64,64,On Time,0,,
7239,8,253,F93727,8-Mar-23,17:42:00,9-Mar-23,1:41:00,8-Mar-23,17:42:00,9-Mar-23,1:41:00,479,479,On Time,0,,
7240,13,79,OI9789,12-Nov-23,2:52:00,12-Nov-23,4:55:00,12-Nov-23,6:36:00,12-Nov-23,8:39:00,123,347,Delayed,224,,
7241,9,312,HA8126,29-Aug-23,11:10:00,29-Aug-23,17:38:00,29-Aug-23,11:10:00,29-Aug-23,17:38:00,388,388,On Time,0,,
7242,2,10,AA5735,2-Sep-23,9:15:00,2-Sep-23,12:01:00,2-Sep-23,9:15:00,2-Sep-23,12:01:00,166,166,On Time,0,,
7243,15,340,UL8254,10-Nov-23,11:47:00,10-Nov-23,12:44:00,10-Nov-23,11:47:00,10-Nov-23,12:44:00,57,57,On Time,0,,
7244,4,45,WN2519,17-Jan-23,10:58:00,17-Jan-23,12:00:00,,,,,62,0,Diverted,235,,
7245,5,283,B69776,14-Feb-23,14:12:00,14-Feb-23,15:10:00,14-Feb-23,17:24:00,14-Feb-23,18:22:00,58,250,Delayed,192,"Airline Operations, Security",
7246,5,441,B63706,8-Apr-23,5:59:00,8-Apr-23,12:44:00,8-Apr-23,5:59:00,8-Apr-23,12:44:00,405,405,On Time,0,,
7247,15,278,UL7301,10-Apr-23,0:55:00,10-Apr-23,9:40:00,,,,,525,0,Diverted,39,,
7248,9,224,HA5233,27-Oct-23,5:05:00,27-Oct-23,11:02:00,27-Oct-23,5:05:00,27-Oct-23,11:02:00,357,357,On Time,0,,
7249,5,42,B64338,23-Jan-23,4:03:00,23-Jan-23,13:10:00,,,,,547,0,Cancelled,0,,Operational
7250,1,483,DL7229,4-Sep-23,8:33:00,4-Sep-23,14:36:00,4-Sep-23,11:19:00,4-Sep-23,17:22:00,363,529,Delayed,166,Air Traffic Control,
7251,6,41,AS4386,8-Jan-23,11:50:00,8-Jan-23,20:03:00,8-Jan-23,11:50:00,8-Jan-23,20:03:00,493,493,On Time,0,,
7252,14,210,TZ3730,3-Mar-23,0:15:00,3-Mar-23,6:30:00,3-Mar-23,0:15:00,3-Mar-23,6:30:00,375,375,On Time,0,,
7253,3,52,UA1194,18-Feb-23,12:59:00,18-Feb-23,19:32:00,18-Feb-23,12:59:00,18-Feb-23,19:32:00,393,393,On Time,0,,
7254,1,129,DL185,24-Jun-23,21:54:00,25-Jun-23,0:41:00,24-Jun-23,21:54:00,25-Jun-23,0:41:00,167,167,On Time,0,,
7255,2,387,AA7186,2-Jun-23,0:51:00,2-Jun-23,7:01:00,2-Jun-23,0:51:00,2-Jun-23,7:01:00,370,370,On Time,0,,
7256,10,15,G46268,27-Oct-23,23:28:00,28-Oct-23,9:06:00,27-Oct-23,23:28:00,28-Oct-23,9:06:00,578,578,On Time,0,,
7257,14,395,TZ8906,2-Sep-23,13:50:00,2-Sep-23,20:38:00,2-Sep-23,13:50:00,2-Sep-23,20:38:00,408,408,On Time,0,,
7258,9,470,HA6692,8-Dec-23,21:47:00,9-Dec-23,6:48:00,8-Dec-23,21:47:00,9-Dec-23,6:48:00,541,541,On Time,0,,
7259,5,255,B69316,29-Oct-23,15:29:00,29-Oct-23,19:02:00,29-Oct-23,15:29:00,29-Oct-23,19:02:00,213,213,On Time,0,,
7260,7,183,NK9922,29-Aug-23,5:47:00,29-Aug-23,10:11:00,29-Aug-23,5:47:00,29-Aug-23,10:11:00,264,264,On Time,0,,
7261,14,439,TZ7229,1-Mar-23,1:40:00,1-Mar-23,6:01:00,1-Mar-23,1:40:00,1-Mar-23,6:01:00,261,261,On Time,0,,
7262,14,383,TZ7084,6-May-23,4:47:00,6-May-23,10:29:00,6-May-23,4:47:00,6-May-23,10:29:00,342,342,On Time,0,,
7263,11,127,PY4616,5-Sep-23,17:06:00,5-Sep-23,21:51:00,5-Sep-23,17:06:00,5-Sep-23,21:51:00,285,285,On Time,0,,
7264,1,389,DL5982,16-May-23,15:38:00,16-May-23,18:56:00,16-May-23,15:38:00,16-May-23,18:56:00,198,198,On Time,0,,
7265,3,81,UA4522,6-Jan-23,22:07:00,7-Jan-23,6:13:00,6-Jan-23,22:07:00,7-Jan-23,6:13:00,486,486,On Time,0,,
7266,8,154,F9272,20-Apr-23,17:16:00,20-Apr-23,20:06:00,20-Apr-23,17:16:00,20-Apr-23,20:06:00,170,170,On Time,0,,
7267,12,61,EF3295,4-Jun-23,13:32:00,4-Jun-23,19:19:00,4-Jun-23,13:32:00,4-Jun-23,19:19:00,347,347,On Time,0,,
7268,15,118,UL1043,29-Dec-23,12:07:00,29-Dec-23,14:37:00,29-Dec-23,12:07:00,29-Dec-23,14:37:00,150,150,On Time,0,,
7269,13,10,OI7797,22-Apr-23,1:19:00,22-Apr-23,4:01:00,22-Apr-23,1:19:00,22-Apr-23,4:01:00,162,162,On Time,0,,
7270,11,213,PY1858,7-Sep-23,11:29:00,7-Sep-23,15:54:00,,,,,265,0,Cancelled,0,,Operational
7271,2,291,AA9611,20-Feb-23,6:42:00,20-Feb-23,7:36:00,20-Feb-23,6:42:00,20-Feb-23,7:36:00,54,54,On Time,0,,
7272,6,247,AS686,2-Oct-23,19:55:00,3-Oct-23,3:10:00,2-Oct-23,19:55:00,3-Oct-23,3:10:00,435,435,On Time,0,,
7273,15,212,UL7474,5-Mar-23,6:11:00,5-Mar-23,14:14:00,5-Mar-23,6:11:00,5-Mar-23,14:14:00,483,483,On Time,0,,
7274,4,88,WN7807,14-Oct-23,21:35:00,15-Oct-23,4:00:00,15-Oct-23,0:27:00,15-Oct-23,6:52:00,385,557,Delayed,172,Technical,
7275,13,389,OI4651,17-Sep-23,7:54:00,17-Sep-23,15:02:00,17-Sep-23,7:54:00,17-Sep-23,15:02:00,428,428,On Time,0,,
7276,9,392,HA4452,10-Jul-23,22:37:00,11-Jul-23,7:14:00,10-Jul-23,22:37:00,11-Jul-23,7:14:00,517,517,On Time,0,,
7277,15,104,UL9320,2-Jul-23,4:50:00,2-Jul-23,12:13:00,2-Jul-23,4:50:00,2-Jul-23,12:13:00,443,443,On Time,0,,
7278,8,112,F97740,25-Feb-23,12:27:00,25-Feb-23,15:35:00,25-Feb-23,12:27:00,25-Feb-23,15:35:00,188,188,On Time,0,,
7279,3,26,UA627,28-Mar-23,12:02:00,28-Mar-23,19:47:00,,,,,465,0,Diverted,273,,
7280,15,315,UL762,25-Nov-23,14:19:00,25-Nov-23,22:02:00,25-Nov-23,14:19:00,25-Nov-23,22:02:00,463,463,On Time,0,,
7281,12,115,EF4846,31-May-23,17:40:00,31-May-23,19:31:00,31-May-23,17:40:00,31-May-23,19:31:00,111,111,On Time,0,,
7282,14,481,TZ3908,9-Apr-23,16:29:00,9-Apr-23,23:03:00,9-Apr-23,16:29:00,9-Apr-23,23:03:00,394,394,On Time,0,,
7283,3,127,UA9712,18-Apr-23,7:42:00,18-Apr-23,12:21:00,18-Apr-23,7:42:00,18-Apr-23,12:21:00,279,279,On Time,0,,
7284,5,434,B64336,20-Apr-23,20:01:00,21-Apr-23,5:51:00,,,,,590,0,Cancelled,0,,Weather
7285,9,170,HA1134,23-Sep-23,1:14:00,23-Sep-23,6:52:00,23-Sep-23,1:14:00,23-Sep-23,6:52:00,338,338,On Time,0,,
7286,11,495,PY2217,9-Oct-23,1:25:00,9-Oct-23,8:42:00,9-Oct-23,1:25:00,9-Oct-23,8:42:00,437,437,On Time,0,,
7287,12,331,EF3426,26-Oct-23,22:12:00,27-Oct-23,3:30:00,26-Oct-23,22:12:00,27-Oct-23,3:30:00,318,318,On Time,0,,
7288,4,277,WN9572,28-May-23,19:58:00,29-May-23,2:20:00,28-May-23,19:58:00,29-May-23,2:20:00,382,382,On Time,0,,
7289,4,463,WN1848,3-May-23,6:32:00,3-May-23,12:44:00,3-May-23,6:32:00,3-May-23,12:44:00,372,372,On Time,0,,
7290,6,249,AS3773,5-Aug-23,7:06:00,5-Aug-23,13:31:00,5-Aug-23,7:06:00,5-Aug-23,13:31:00,385,385,On Time,0,,
7291,5,50,B65905,24-Dec-23,4:59:00,24-Dec-23,6:09:00,24-Dec-23,4:59:00,24-Dec-23,6:09:00,70,70,On Time,0,,
7292,9,316,HA519,21-Oct-23,9:36:00,21-Oct-23,17:34:00,21-Oct-23,9:36:00,21-Oct-23,17:34:00,478,478,On Time,0,,
7293,15,378,UL5415,15-Dec-23,9:13:00,15-Dec-23,11:05:00,15-Dec-23,9:13:00,15-Dec-23,11:05:00,112,112,On Time,0,,
7294,14,61,TZ846,2-Dec-23,0:14:00,2-Dec-23,1:15:00,2-Dec-23,0:14:00,2-Dec-23,1:15:00,61,61,On Time,0,,
7295,12,155,EF4369,29-Apr-23,12:38:00,29-Apr-23,19:21:00,29-Apr-23,12:38:00,29-Apr-23,19:21:00,403,403,On Time,0,,
7296,1,272,DL5130,11-Dec-23,13:45:00,11-Dec-23,23:23:00,11-Dec-23,13:45:00,11-Dec-23,23:23:00,578,578,On Time,0,,
7297,14,281,TZ8637,26-Aug-23,2:23:00,26-Aug-23,4:39:00,26-Aug-23,2:23:00,26-Aug-23,4:39:00,136,136,On Time,0,,
7298,6,382,AS8253,21-Oct-23,0:09:00,21-Oct-23,1:33:00,21-Oct-23,0:09:00,21-Oct-23,1:33:00,84,84,On Time,0,,
7299,13,300,OI3686,4-Mar-23,18:15:00,5-Mar-23,3:58:00,,,,,583,0,Diverted,175,,
7300,3,277,UA294,21-Jul-23,15:16:00,21-Jul-23,23:14:00,21-Jul-23,15:16:00,21-Jul-23,23:14:00,478,478,On Time,0,,
7301,14,67,TZ4055,13-Apr-23,12:42:00,13-Apr-23,18:52:00,13-Apr-23,16:09:00,13-Apr-23,22:19:00,370,577,Delayed,207,Weather,
7302,4,386,WN7835,20-Feb-23,0:36:00,20-Feb-23,9:48:00,20-Feb-23,0:36:00,20-Feb-23,9:48:00,552,552,On Time,0,,
7303,8,283,F99081,24-Sep-23,1:13:00,24-Sep-23,10:25:00,24-Sep-23,1:13:00,24-Sep-23,10:25:00,552,552,On Time,0,,
7304,4,252,WN2692,12-Nov-23,1:01:00,12-Nov-23,3:18:00,12-Nov-23,4:12:00,12-Nov-23,6:29:00,137,328,Delayed,191,"Security, Weather, Technical",
7305,7,392,NK8872,4-Aug-23,14:28:00,4-Aug-23,16:15:00,4-Aug-23,14:28:00,4-Aug-23,16:15:00,107,107,On Time,0,,
7306,4,217,WN1674,31-Aug-23,8:44:00,31-Aug-23,13:29:00,31-Aug-23,8:44:00,31-Aug-23,13:29:00,285,285,On Time,0,,
7307,13,117,OI904,23-Nov-23,1:02:00,23-Nov-23,8:46:00,23-Nov-23,1:02:00,23-Nov-23,8:46:00,464,464,On Time,0,,
7308,7,208,NK8654,20-Apr-23,7:46:00,20-Apr-23,13:54:00,20-Apr-23,7:46:00,20-Apr-23,13:54:00,368,368,On Time,0,,
7309,8,242,F94561,21-Oct-23,16:27:00,21-Oct-23,18:33:00,21-Oct-23,17:13:00,21-Oct-23,19:19:00,126,172,Delayed,46,"Weather, Airline Operations",
7310,11,176,PY3406,3-Nov-23,21:55:00,3-Nov-23,22:40:00,,,,,45,0,Cancelled,0,,Operational
7311,14,122,TZ4814,1-Dec-23,21:43:00,2-Dec-23,4:54:00,1-Dec-23,21:43:00,2-Dec-23,4:54:00,431,431,On Time,0,,
7312,10,152,G47155,25-Nov-23,2:55:00,25-Nov-23,12:49:00,,,,,594,0,Cancelled,0,,Weather
7313,13,162,OI649,3-Sep-23,8:50:00,3-Sep-23,15:55:00,3-Sep-23,8:50:00,3-Sep-23,15:55:00,425,425,On Time,0,,
7314,2,474,AA8155,23-Oct-23,1:47:00,23-Oct-23,10:10:00,23-Oct-23,1:47:00,23-Oct-23,10:10:00,503,503,On Time,0,,
7315,14,61,TZ1906,21-May-23,22:05:00,22-May-23,0:11:00,21-May-23,22:05:00,22-May-23,0:11:00,126,126,On Time,0,,
7316,15,363,UL6160,7-Feb-23,4:32:00,7-Feb-23,8:42:00,7-Feb-23,4:32:00,7-Feb-23,8:42:00,250,250,On Time,0,,
7317,1,66,DL7812,4-Jan-23,1:50:00,4-Jan-23,3:09:00,4-Jan-23,1:50:00,4-Jan-23,3:09:00,79,79,On Time,0,,
7318,4,339,WN5248,11-Jul-23,20:04:00,12-Jul-23,0:48:00,11-Jul-23,20:04:00,12-Jul-23,0:48:00,284,284,On Time,0,,
7319,13,439,OI2785,8-Mar-23,6:52:00,8-Mar-23,15:47:00,8-Mar-23,6:52:00,8-Mar-23,15:47:00,535,535,On Time,0,,
7320,3,9,UA4128,26-Oct-23,16:56:00,26-Oct-23,22:51:00,26-Oct-23,16:56:00,26-Oct-23,22:51:00,355,355,On Time,0,,
7321,12,175,EF1854,11-Apr-23,15:20:00,11-Apr-23,23:54:00,11-Apr-23,15:20:00,11-Apr-23,23:54:00,514,514,On Time,0,,
7322,2,170,AA7799,13-Jan-23,8:04:00,13-Jan-23,15:38:00,13-Jan-23,8:04:00,13-Jan-23,15:38:00,454,454,On Time,0,,
